tag,content,label,depth,domain
html body article div p span  ,本專區在Touch Taiwan展覽會場內提供一個免費的空間，以展示各項創新智慧顯示相關的雛形，促成與潛在技轉對象或客戶的直接交流。主辦單位邀請專家學者組成評選委員會，在報名團隊中評選出優秀的團隊入圍實地參展，主辦單位會給予入圍參展團隊每隊新台幣五千元補助金，參展者必須展出說明海報及作品的原型機，入圍作品於參展期間全程須至少有一名解說人員。評選委員會在實地參展作品中評選出,1,6,newdata
html body article div p span span  ,發明獎、創意獎、研究獎、特別獎,1,7,newdata
html body article div p span  ,，各獎項分別獲得,1,6,newdata
html body article div p span span  ,新台幣十萬、五萬、三萬、一萬五千元,1,7,newdata
html body article div p span  ,。主辦單位可協助獲獎同學媒合相關技術領域公司暑期工讀機會(需通過公司面試)。,1,6,newdata
html body article div p span strong  ,參展主題：,1,7,newdata
html body article div p span  ,創新智慧顯示材料、元件、系統等相關之原創作品(包含可在未來智慧醫療、智慧零售、智慧移動、智慧育樂等領域，進行多元情境之各項顯示技術。),1,6,newdata
html body article div p span strong  ,參展資格及規定：,1,7,newdata
html body article div p span  ,． 國內登記公司或研究單位、全國大專院校以上的學術機構，皆可報名參加。,1,6,newdata
html body article div p span  ,．每隊成員以六名為上限(學生團隊含指導教授，其成員可包含大學生、研究生和博士生,1,6,newdata
html body article div p span  ,(不限同一系所或學校)。,1,6,newdata
html body article div p span  ,． 參展作品若曾於其他活動公開發表，請說明其改進之處，以免影響評審於新穎性的評分。,1,6,newdata
html body article div p span  ,． 參展者不可同時投遞一件以上作品(唯指導教授不在此限)，若參賽者報名投遞超過一份參賽作品，該參展者所有列名的團隊作品皆會失去參賽資格。,1,6,newdata
html body article div p span  ,． 入圍隊伍於參展期間至少一名人員在場提供解說，方能領取五千元補助金。,1,6,newdata
html body article div p span strong  ,獎項：,1,7,newdata
html body article div p span  ,友達發明獎：獎金10萬元新台幣、獎狀乙張,1,6,newdata
html body article div p span  ,友達創意獎：獎金 5萬元新台幣、獎狀乙張,1,6,newdata
html body article div p span  ,群創研究獎：獎金 3萬元新台幣、獎狀乙張,1,6,newdata
html body article div p span  ,元太科技特別獎：獎金 1萬5千元新台幣、獎狀乙張,1,6,newdata
html body article div p strong span  ,報名方式：,1,7,newdata
html body article div p span  ,將報名表及不超過三頁的產品/技術介紹 (含200字摘要) 以及相關照片等寄至,1,6,newdata
html body article div p span a  ,rabbit@nycu.edu.tw,1,7,newdata
html body article div p span  ,古明嬿小姐,1,6,newdata
html body article div p span strong  ,展覽連絡人email,1,7,newdata
html body article div p span  ,：,1,6,newdata
html body article div p span  ,古明嬿 小姐,1,6,newdata
html body article div p span a  ,rabbit@nycu.edu.tw,1,7,newdata
html body article div p span  ,戴亞翔 教授,1,6,newdata
html body article div p span a  ,yhtai@nycu.edu.tw,1,7,newdata
html body article div p span strong  ,報名截止：,1,7,newdata
html body article div p span  ,111年2月18日(五),1,6,newdata
html body article div p span strong  ,入圍公布：,1,7,newdata
html body article div p span  ,111年3月18日(五),1,6,newdata
html body article div p span strong  ,參展時間：,1,7,newdata
html body article div p span  ,111年4月27日(三) –29日(五) 10:00-17:00,1,6,newdata
html body article div p span strong  ,參展地點：,1,7,newdata
html body article div p span  ,台北南港展覽館一館4樓,1,6,newdata
html body article div p span strong  ,主辦單位：,1,7,newdata
html body article div p span  ,SID Taipei Chapter,1,6,newdata
html body article div p span strong  ,協辦單位：,1,7,newdata
html body article div p span  ,友達光電股份有限公司,1,6,newdata
html body article div p span strong  ,贊助單位：,1,7,newdata
html body article div p span  ,群創光電股份有限公司、元太科技工業股份有限公司、錼創顯示科技股份有限公司、台灣應用材料股份有限公司,1,6,newdata
html body article div p span  ,主辦單位得以保留修改活動之權利，亦有權對本活動之所有事宜做出解釋或裁決。,1,6,newdata
html body article div h1 span strong a  ,活動簡章下載,1,8,newdata
html body article div p span strong a  ,報名表下載,1,8,newdata
html body article div p span strong  ,活動報名請洽,1,7,newdata
html body article div p span  ,古明嬿 小姐,1,6,newdata
html body article div p span a  ,rabbit@nycu.edu.tw,1,7,newdata
html body article div p span  ,電話：(03)5712121 #59298,1,6,newdata
html body article p a  ,回列表,0,5,newdata
html body article h3  ,更多最新消息,0,4,newdata
html body article ul li a  ,新增「淨零碳排 綠色技術主題館」搶攻綠色新商機!,0,6,newdata
html body article ul li span  ,2022/4/27,0,6,newdata
html body article ul li a  ,2022第三代半導體國際論壇,0,6,newdata
html body article ul li span  ,2022/1/3,0,6,newdata
html body article ul li a  ,「Gold Panel Awards 2022顯示器元件產品技術獎」開放報名!,0,6,newdata
html body article ul li span  ,2021/12/17,0,6,newdata
html body article ul li a  ,「Smart Display Application Awards 2022 智慧顯示應用大賞」開放報名!,0,6,newdata
html body article ul li span  ,2021/12/17,0,6,newdata
html body article ul li a  ,「淨零碳排 綠色技術主題館」搶攻綠色新商機!,0,6,newdata
html body article ul li span  ,2021/12/1,0,6,newdata
html body article ul li a  ,【敬請注意】務必慎防冒用本公司名義寄發之信件,0,6,newdata
html body article ul li span  ,2021/9/23,0,6,newdata
html body article ul li a  ,Touch Taiwan 2022 「新創主題館」廠商募集中!,0,6,newdata
html body article ul li span  ,2021/9/22,0,6,newdata
html body article ul li a  ,防疫新生活 安心逛展守則,0,6,newdata
html body article ul li span  ,2021/9/22,0,6,newdata
html body article ul li a  ,感謝參與，Touch Taiwan 2021圓滿落幕!,0,6,newdata
html body article ul li span  ,2021/5/3,0,6,newdata
html body article ul li a  ,2021 e-Touch 綠色裝潢設計獎，得獎名單出爐！,0,6,newdata
html body article ul li span  ,2021/4/26,0,6,newdata
html body article ul li a  ,Touch Taiwan 2.0跨域整合，全面升級,0,6,newdata
html body article ul li span  ,2021/4/20,0,6,newdata
html body footer ul li h3  ,展覽聯絡,0,6,newdata
html body footer ul li p  ,台灣顯示器產業聯合總會,0,6,newdata
html body footer ul li p  ,Tel: (02)2729-3933 管小姐 #15 / 林小姐 #12,0,6,newdata
html body footer ul li p  ,Fax: (02)2729-3950,0,6,newdata
html body footer ul li p  ,Email:,0,6,newdata
html body footer ul li p a  ,show@teeia.org.tw,0,7,newdata
html body footer ul li p  ,展昭國際企業股份有限公司,0,6,newdata
html body footer ul li p  ,Tel: (02)2659-6000 李先生 #135 / 林小姐 #192,0,6,newdata
html body footer ul li p  ,Fax: (02)2659-7000,0,6,newdata
html body footer ul li p  ,Email:,0,6,newdata
html body footer ul li p a  ,touch@chanchao.com.tw,0,7,newdata
html body footer ul li h3  ,研討會聯絡,0,6,newdata
html body footer ul li p  ,台灣顯示器產業聯合總會(TDUA),0,6,newdata
html body footer ul li p  ,Tel: (03)591-0039 張小姐,0,6,newdata
html body footer ul li p  ,Fax: (03)591-0037,0,6,newdata
html body footer ul li p  ,Email:,0,6,newdata
html body footer ul li p a  ,Mandychang@tdua.org.tw,0,7,newdata
html body footer p  ,Copyright & web design by,0,4,newdata
html body footer p a  ,展昭國際企業,0,5,newdata
html body div  ,TOP,0,3,newdata
